Location.Country|Location.Region|Location.Altitude.Average|Year|Data.Type.Species|Data.Scores.Total
Costa Rica|san ramon|1300|2014|Arabica|83
United States|kona|0|2014|Arabica|83
Guatemala|antigua|1500|2014|Arabica|83
Kenya|kenya|250|2014|Arabica|83
Thailand|thailand|800|2014|Arabica|83
Tanzania, United Republic Of|mbinga|1653|2014|Arabica|83
Colombia|huila|1775|2014|Arabica|83
Uganda|eastern|1800|2014|Arabica|83
Colombia|nan|0|2014|Arabica|83
Guatemala|san marcos|1524|2014|Arabica|83
Tanzania, United Republic Of|kilimanjaro|1800|2014|Arabica|83
Costa Rica|central valley|1300|2014|Arabica|83
Vietnam|vietnam cau dat|1550|2014|Arabica|83
Brazil|high mogiana|1000|2014|Arabica|83
Guatemala|antigua|1500|2014|Arabica|83
Philippines|asia pacific|1600|2014|Arabica|83
Guatemala|antigua|1500|2014|Arabica|83
Guatemala|antigua|1500|2014|Arabica|83
Vietnam|vietnam tutra|1040|2014|Arabica|83
Colombia|huila|1600|2014|Arabica|83
United States|berastagi|1200|2014|Arabica|83
Guatemala|antigua|1500|2014|Arabica|83
Colombia|huila|1775|2014|Arabica|83
Malawi|mzuzu|1442|2014|Arabica|83
Guatemala|jalapa|1524|2014|Arabica|83
Colombia|huila|165|2014|Arabica|83
Brazil|monte carmelo|0|2014|Arabica|83
Tanzania, United Republic Of|karatu arusha|1700|2014|Arabica|83
Tanzania, United Republic Of|mbinga|1550|2014|Arabica|83
Mexico|la yerba|1296|2014|Arabica|83
Thailand|thailand|800|2014|Arabica|83
Tanzania, United Republic Of|ikand village|1317|2014|Arabica|83
Mexico|veracruz|0|2014|Arabica|83
Thailand|thailand|800|2014|Arabica|83
Tanzania, United Republic Of|karatu arusha|1600|2014|Arabica|83
Tanzania, United Republic Of|moshi|0|2014|Arabica|83
Mexico|la yerba|1296|2014|Arabica|82
Malawi|mzuzu|1450|2014|Arabica|82
Guatemala|jalapa|1524|2014|Arabica|82
Mexico|veracruz|0|2014|Arabica|82
Malawi|mzuzu|1180|2014|Arabica|82
Thailand|thailand|800|2014|Arabica|82
Guatemala|atitlan|1500|2014|Arabica|82
Brazil|cerrado|0|2014|Arabica|82
Tanzania, United Republic Of|ilomba vilage, mbozi|1700|2014|Arabica|82
Tanzania, United Republic Of|kilimanjaro|1500|2014|Arabica|82
Tanzania, United Republic Of|ngorogoro|1600|2014|Arabica|82
Tanzania, United Republic Of|meru|1350|2014|Arabica|82
Malawi|mzuzu|2500|2014|Arabica|82
Honduras|occidental|1400|2014|Arabica|82
Tanzania, United Republic Of|mbeya|1877|2014|Arabica|82
Zambia|mubuyu estate|1250|2014|Arabica|82
Indonesia|lington nihuta|1300|2014|Arabica|82
Malawi|kakoma|1556|2014|Arabica|82
Honduras|comayagua|1350|2014|Arabica|82
Mexico|siltepec el triunfo, chiapas, mexico|1550|2014|Arabica|82
Vietnam|vietnam|1040|2014|Arabica|82
Tanzania, United Republic Of|ngorogoro|1600|2014|Arabica|82
Tanzania, United Republic Of|mbinga|1500|2014|Arabica|82
Honduras|comayagua|1400|2014|Arabica|82
Mexico|veracruz|0|2014|Arabica|82
Tanzania, United Republic Of|oldeani , mongola|1800|2014|Arabica|82
Malawi|mzuzu|1100|2014|Arabica|82
Costa Rica|occidental|1200|2014|Arabica|82
Malawi|mzuzu|1599|2014|Arabica|82
Guatemala|oriente|1219|2014|Arabica|82
Malawi|mzuzu|1422|2014|Arabica|81
Guatemala|san lucas toliman, solola|1550|2014|Arabica|81
Mexico|siltepec el triunfo|1550|2014|Arabica|81
Philippines|davao city, region 11|1400|2014|Arabica|81
Malawi|mzuzu|1200|2014|Arabica|81
Honduras|san marcos|1450|2014|Arabica|81
Guatemala|huehuetenango|1700|2014|Arabica|81
Tanzania, United Republic Of|karatu ngorogoro|1700|2014|Arabica|81
Philippines|corillera administrative|1200|2014|Arabica|81
Tanzania, United Republic Of|mbinga|1550|2014|Arabica|81
Malawi|southern- zomba|995|2014|Arabica|81
Costa Rica|central valley|1300|2014|Arabica|81
United States|central america|1706|2014|Arabica|81
Tanzania, United Republic Of|iwala village, mbeya rural|1456|2014|Arabica|81
Costa Rica|naranjo|1500|2014|Arabica|81
Honduras|san marcos|1350|2014|Arabica|81
Brazil|cerrado|0|2014|Arabica|81
Tanzania, United Republic Of|arusha|1525|2014|Arabica|81
United States|kona|0|2014|Arabica|81
Tanzania, United Republic Of|manyara, karatu|1700|2014|Arabica|81
Guatemala|jalapa|1524|2014|Arabica|81
Panama|boquete|1680|2014|Arabica|81
Costa Rica|san ramon|1300|2014|Arabica|81
Malawi|southern- zomba|995|2014|Arabica|81
Mexico|el desmoronado, talpan de allende jalisco|1200|2014|Arabica|81
Tanzania, United Republic Of|arusha|1400|2014|Arabica|81
Honduras|occidental|1400|2014|Arabica|81
Guatemala|huehuetenango|1383|2014|Arabica|81
Guatemala|oriente|1219|2014|Arabica|81
Tanzania, United Republic Of|arusha|0|2014|Arabica|80
Myanmar|ywar ngan|4287|2014|Arabica|80
United States|kona|0|2014|Arabica|80
Mexico|sierra fraylesca, chiapas|1400|2014|Arabica|80
United States|kona|0|2014|Arabica|80
Guatemala|oriente|1219|2014|Arabica|79
Guatemala|oriente|1219|2014|Arabica|79
Honduras|intibuca|1350|2014|Arabica|79
Nicaragua|nan|0|2014|Arabica|79
Guatemala|oriente|1219|2014|Arabica|79
United States|kona|0|2014|Arabica|78
Guatemala|oriente|1219|2014|Arabica|78
United States|kona|0|2014|Arabica|78
Honduras|intibuca|1350|2014|Arabica|78
United States|kona|0|2014|Arabica|78
Guatemala|oriente|1219|2014|Arabica|78
Costa Rica|occidental|1200|2014|Arabica|78
Brazil|nan|0|2014|Arabica|78
Guatemala|oriente|1219|2014|Arabica|77
Peru|san ignacio|1200|2014|Arabica|77
United States|kona|0|2014|Arabica|76
Honduras|intibuca|1350|2014|Arabica|76
United States|kona|0|2014|Arabica|74
Honduras|intibuca|1350|2014|Arabica|73
Mexico|sierra alta mixe y zapoteca|1200|2014|Arabica|73
United States|kona|0|2014|Arabica|73
Costa Rica|occidental|1200|2014|Arabica|72
Mexico|sierra norte yajalon, chiapas|1000|2014|Arabica|71
Honduras|marcala|1450|2014|Arabica|69
Honduras|marcala|1450|2014|Arabica|69
Honduras|marcala|1450|2014|Arabica|69
India|chikmagalur|750|2014|Robusta|83
Uganda|western|1100|2014|Robusta|82
Uganda|iganga namadrope eastern|1095|2014|Robusta|82
India|chikmagalur|750|2014|Robusta|82
Uganda|south western|1488|2014|Robusta|82
India|chikmagalur|750|2014|Robusta|80
United States|kwanza norte province, angola|795|2014|Robusta|77
China|yunnan|1450|2015|Arabica|87
Ethiopia|oromia|1900|2015|Arabica|86
Ethiopia|oromia|1900|2015|Arabica|85
China|yunnan|1700|2015|Arabica|85
Colombia|santander|1550|2015|Arabica|85
Colombia|pasto|2560|2015|Arabica|85
Kenya|nan|1|2015|Arabica|85
Colombia|huila|1775|2015|Arabica|85
Costa Rica|tarrazu|1150|2015|Arabica|85
Guatemala|acatenango|1600|2015|Arabica|85
China|yunnan|1680|2015|Arabica|85
Colombia|huila|442|2015|Arabica|84
Guatemala|huehuetenango|1099|2015|Arabica|84
China|yunnan|1400|2015|Arabica|84
Colombia|huila|1775|2015|Arabica|84
Colombia|huila|1775|2015|Arabica|84
Colombia|huila|442|2015|Arabica|84
Colombia|huila|1775|2015|Arabica|84
Nicaragua|jinotega|1000|2015|Arabica|84
Guatemala|huehuetenango|1706|2015|Arabica|84
Thailand|chiangrai|1350|2015|Arabica|84
Colombia|huila|0|2015|Arabica|84
Costa Rica|tarrazu|1850|2015|Arabica|84
China|yunnan|1650|2015|Arabica|84
China|yunnan|1100|2015|Arabica|84
Colombia|huila|1775|2015|Arabica|84
Costa Rica|tarrazu|1850|2015|Arabica|84
Colombia|huila|1775|2015|Arabica|84
Tanzania, United Republic Of|nkure- meru|1400|2015|Arabica|84
Indonesia|bener meriah|1500|2015|Arabica|84
Uganda|eastern|1800|2015|Arabica|83
Colombia|huila|442|2015|Arabica|83
Colombia|santander|1650|2015|Arabica|83
Costa Rica|tarrazu|0|2015|Arabica|83
Uganda|sipi, mt elgon|0|2015|Arabica|83
China|yunnan|1200|2015|Arabica|83
China|dehong prefecture|1600|2015|Arabica|83
Guatemala|antigua|1500|2015|Arabica|83
Guatemala|oriente|1650|2015|Arabica|83
Brazil|south of minas|905|2015|Arabica|83
Uganda|kasese, mt. rwenzori|1473|2015|Arabica|83
Uganda|kasese, mt. rwenzori|1645|2015|Arabica|83
Guatemala|nuevo oriente|1550|2015|Arabica|83
Guatemala|el tumbador, san marcos|1371|2015|Arabica|83
Guatemala|antigua|1500|2015|Arabica|83
Philippines|bukidnon, mindanao, philppines|1200|2015|Arabica|83
Mexico|chiapas|1300|2015|Arabica|83
Brazil|south of minas|905|2015|Arabica|83
Rwanda|gicumbi|1900|2015|Arabica|83
Guatemala|oriente|1219|2015|Arabica|83
Brazil|south of minas|905|2015|Arabica|83
China|yunnan|1100|2015|Arabica|83
China|menglian|1500|2015|Arabica|83
Colombia|huila|0|2015|Arabica|83
Indonesia|aceh|1250|2015|Arabica|83
China|yunnan|1600|2015|Arabica|82
Costa Rica|tarrazu|1850|2015|Arabica|82
Costa Rica|tarrazu|1550|2015|Arabica|82
China|xishuangbanna prefecture|1580|2015|Arabica|82
Guatemala|huehuetenango|1676|2015|Arabica|82
Honduras|marcala|1350|2015|Arabica|82
Honduras|comayagua|1500|2015|Arabica|82
Tanzania, United Republic Of|ruvuma|1650|2015|Arabica|82
Honduras|marcala|1350|2015|Arabica|82
Costa Rica|tres rios|1300|2015|Arabica|82
Tanzania, United Republic Of|kilimanjaro|1650|2015|Arabica|82
Laos|lao p.d.r.|1250|2015|Arabica|82
Indonesia|bali|1250|2015|Arabica|82
Guatemala|norte|3280|2015|Arabica|82
Myanmar|ywar ngan|4001|2015|Arabica|82
Mexico|chiapas|1425|2015|Arabica|82
Honduras|marcala|1400|2015|Arabica|82
Costa Rica|tres rios|1300|2015|Arabica|82
Costa Rica|turrialba|13|2015|Arabica|82
Myanmar|ywar ngan township|1219|2015|Arabica|82
Honduras|marcala|1400|2015|Arabica|81
Honduras|marcala|1350|2015|Arabica|81
Nicaragua|jinotega|1100|2015|Arabica|81
Honduras|marcala|1400|2015|Arabica|81
Costa Rica|tres rios|1300|2015|Arabica|81
Honduras|central region|1450|2015|Arabica|81
Nicaragua|jinotega|1100|2015|Arabica|81
Guatemala|oriente|1219|2015|Arabica|81
Myanmar|pyinoolwin|1066|2015|Arabica|81
Myanmar|ywar ngan|3825|2015|Arabica|81
Guatemala|huehuetenango|1706|2015|Arabica|81
Nicaragua|jinotega|110000|2015|Arabica|81
Honduras|siguatepeque, comayagua|1450|2015|Arabica|81
Honduras|marcala|1350|2015|Arabica|81
Honduras|central region|1450|2015|Arabica|81
Indonesia|sumatra brastagi|1350|2015|Arabica|81
Costa Rica|tarrazu|185|2015|Arabica|81
Myanmar|pyin oo lwin|3800|2015|Arabica|81
Myanmar|yauk sauk, shan state|914|2015|Arabica|80
Nicaragua|jinotega|1187|2015|Arabica|80
Honduras|marcala|1400|2015|Arabica|80
Myanmar|doe kwin, pyin oo lwin|3845|2015|Arabica|80
Colombia|huila|0|2015|Arabica|80
Nicaragua|jinotega|1050|2015|Arabica|80
Guatemala|nuevo oriente|1550|2015|Arabica|79
India|chikmagalur|1000|2015|Robusta|83
India|chikmagalur karnataka|1000|2015|Robusta|83
India|chikmagalur karnataka|1000|2015|Robusta|82
India|chikmagalur|1000|2015|Robusta|81
Honduras|comayagua|1400|2016|Arabica|87
Guatemala|nuevo oriente|0|2016|Arabica|86
Guatemala|oriente|0|2016|Arabica|85
Ethiopia|kefa zone, gimbo distict, at a place called woka araba, south west ethiopia.|0|2016|Arabica|85
Uganda|eastern uganda|1800|2016|Arabica|85
Colombia|huila|0|2016|Arabica|85
Costa Rica|tarrazu|1900|2016|Arabica|85
Colombia|huila|0|2016|Arabica|85
Indonesia|temanggung, indonesia|1200|2016|Arabica|85
Colombia|santander|1500|2016|Arabica|85
Colombia|huila|0|2016|Arabica|85
Uganda|eastern uganda|1750|2016|Arabica|85
Honduras|comayagua|1500|2016|Arabica|84
Honduras|central region|1500|2016|Arabica|84
Colombia|la plata|0|2016|Arabica|84
Guatemala|antigua|1500|2016|Arabica|84
Colombia|huila|0|2016|Arabica|84
Costa Rica|tarrazu|1700|2016|Arabica|84
Guatemala|huehuetenango|1116|2016|Arabica|84
Guatemala|solola|1565|2016|Arabica|84
Guatemala|norte|3280|2016|Arabica|84
Guatemala|oriente|0|2016|Arabica|84
Brazil|south of minas|934|2016|Arabica|84
Colombia|huila|442|2016|Arabica|84
Colombia|la plata|0|2016|Arabica|84
Colombia|huila|0|2016|Arabica|84
Guatemala|antigua|1500|2016|Arabica|84
Colombia|huila|0|2016|Arabica|84
Honduras|comayagua|1400|2016|Arabica|84
Nicaragua|jinotega|1250|2016|Arabica|84
Brazil|south of minas|934|2016|Arabica|84
Guatemala|huehuetenango|1128|2016|Arabica|84
Colombia|huila|0|2016|Arabica|84
Colombia|cundinamarca|1799|2016|Arabica|84
Colombia|pitalito|1000|2016|Arabica|84
Guatemala|oriente|1219|2016|Arabica|84
Colombia|huila|442|2016|Arabica|83
Costa Rica|tarrazu|1850|2016|Arabica|83
Colombia|huila|1650|2016|Arabica|83
Colombia|guayata|0|2016|Arabica|83
Colombia|huila|0|2016|Arabica|83
Costa Rica|tarrazu|1900|2016|Arabica|83
Guatemala|nuevo oriente|2100|2016|Arabica|83
Brazil|campos altos - cerrado|0|2016|Arabica|83
Tanzania, United Republic Of|moshi|168|2016|Arabica|83
Guatemala|antigua|1500|2016|Arabica|83
Honduras|marcala|1450|2016|Arabica|83
Colombia|cundinamarca|1799|2016|Arabica|83
Colombia|huila|0|2016|Arabica|83
Brazil|south of minas|894|2016|Arabica|83
Brazil|south of minas|872|2016|Arabica|83
Colombia|huila|442|2016|Arabica|83
Costa Rica|tarrazu|1850|2016|Arabica|83
Brazil|south of minas|934|2016|Arabica|83
Brazil|south of minas|0|2016|Arabica|83
Brazil|campos altos - cerrado|0|2016|Arabica|83
Guatemala|oriente|1219|2016|Arabica|83
Guatemala|san marcos|1700|2016|Arabica|82
Colombia|guayata|1600|2016|Arabica|82
Brazil|campos altos - cerrado|0|2016|Arabica|82
Brazil|cerrado|982|2016|Arabica|82
Brazil|south of minas|934|2016|Arabica|82
Guatemala|nuevo oriente|1450|2016|Arabica|82
Brazil|south of minas|934|2016|Arabica|82
Brazil|south of minas|894|2016|Arabica|82
Brazil|south of minas|944|2016|Arabica|82
Costa Rica|tarrazu|1900|2016|Arabica|82
Brazil|monte carmelo|973|2016|Arabica|82
Honduras|marcala|1450|2016|Arabica|82
Tanzania, United Republic Of|mbinga|1800|2016|Arabica|82
Colombia|la plata|0|2016|Arabica|82
Guatemala|san marcos|1371|2016|Arabica|81
Colombia|huila|0|2016|Arabica|81
Mexico|veracruz|1130|2016|Arabica|81
Nicaragua|dipilto, nueva segovia|1200|2016|Arabica|81
Ethiopia|sidamo|0|2016|Arabica|81
Brazil|alta paulista (sao paulo)|695|2016|Arabica|81
Guatemala|norte|3280|2016|Arabica|81
Colombia|guayata|1600|2016|Arabica|81
Brazil|monte carmelo|0|2016|Arabica|81
Nicaragua|nueva segovia|0|2016|Arabica|81
Honduras|marcala|1450|2016|Arabica|80
Burundi|mumirwa|1700|2016|Arabica|80
Honduras|comayagua|1400|2016|Arabica|80
Mexico|sierra madre occidental|1600|2016|Arabica|80
Guatemala|oriente|190164|2016|Arabica|80
Guatemala|oriente|1219|2016|Arabica|80
Cote d?Ivoire|cnra station of divo|200|2016|Arabica|79
Guatemala|occidente|1320|2016|Arabica|79
Nicaragua|jalapa|1100|2016|Arabica|79
Nicaragua|nueva segovia|0|2016|Arabica|79
Indonesia|ijen|1300|2016|Arabica|78
India|chickmangalore|0|2016|Arabica|77
Brazil|campos altos - cerrado|0|2016|Arabica|74
Nicaragua|jalapa|1100|2016|Arabica|63
Ecuador|san juan, playas|0|2016|Robusta|79
Ecuador|san juan, playas|40|2016|Robusta|78
Panama|boquete|1600|2017|Arabica|86
Ethiopia|addis ababa|0|2017|Arabica|86
Indonesia|sumatra brastagi|1400|2017|Arabica|84
Guatemala|san marcos|1700|2017|Arabica|84
Indonesia|aceh tengah|0|2017|Arabica|84
Costa Rica|nan|0|2017|Arabica|84
Ethiopia|sidamo|1800|2017|Arabica|84
Honduras|comayagua|1500|2017|Arabica|84
Mexico|veracruz|1300|2017|Arabica|84
Colombia|huila|442|2017|Arabica|84
Kenya|meru county|1700|2017|Arabica|84
Guatemala|san marcos|1700|2017|Arabica|83
Mexico|sierra madre occidental|1600|2017|Arabica|83
Guatemala|oriente|1901|2017|Arabica|83
Peru|nan|0|2017|Arabica|83
Vietnam|dala|1550|2017|Arabica|83
Colombia|guayata|1500|2017|Arabica|83
Kenya|nyeri|1754|2017|Arabica|83
Guatemala|san marcos|1700|2017|Arabica|83
Guatemala|santa rosa|1800|2017|Arabica|83
Guatemala|san marcos|1700|2017|Arabica|83
Guatemala|santa rosa|1219|2017|Arabica|83
Guatemala|oriente|1219|2017|Arabica|83
Indonesia|sapan toraja|1500|2017|Arabica|83
Guatemala|el progreso|157|2017|Arabica|83
Honduras|comayagua|1400|2017|Arabica|83
Guatemala|oriente|1219|2017|Arabica|83
Indonesia|bali|1250|2017|Arabica|83
Honduras|comayagua|1400|2017|Arabica|83
Honduras|comayagua, honduras|1500|2017|Arabica|82
Guatemala|san marcos|1700|2017|Arabica|82
Guatemala|el progreso|157|2017|Arabica|82
Honduras|comayagua|1396|2017|Arabica|82
Indonesia|aceh gayo|1300|2017|Arabica|82
Guatemala|oriente|1901|2017|Arabica|82
Guatemala|santa rosa|1219|2017|Arabica|82
Honduras|comayagua|1400|2017|Arabica|82
Guatemala|oriente|157|2017|Arabica|82
Guatemala|san marcos|1700|2017|Arabica|82
Guatemala|san marcos|1700|2017|Arabica|82
Guatemala|santa rosa|1219|2017|Arabica|82
Guatemala|huehuetenango|190164|2017|Arabica|82
Guatemala|santa rosa|1219|2017|Arabica|82
Nicaragua|jalapa|1100|2017|Arabica|82
Honduras|comayagua|1400|2017|Arabica|82
Guatemala|santa rosa|0|2017|Arabica|82
Mexico|veracruz|1100|2017|Arabica|81
Guatemala|oriente|1901|2017|Arabica|81
Kenya|kiambu|1600|2017|Arabica|81
Mexico|veracruz|1100|2017|Arabica|81
Guatemala|santa rosa|1500|2017|Arabica|81
Honduras|ocotepeque|1650|2017|Arabica|81
Vietnam|dala|1550|2017|Arabica|80
Nicaragua|jinotega|1250|2017|Arabica|80
Kenya|kiambu|1500|2017|Arabica|80
Guatemala|san marcos|1700|2017|Arabica|80
Guatemala|santa rosa|1219|2017|Arabica|79
Honduras|ocotepeque|1650|2017|Arabica|79
Guatemala|san marcos|1700|2017|Arabica|79
Honduras|comayagua|1400|2017|Arabica|0
India|chikmagalur karnataka indua|3170|2017|Robusta|84
India|chikmagalur karnataka india|3140|2017|Robusta|83
Honduras|western region|1200|2018|Arabica|82
Brazil|jalapa|1964|2013|Arabica|84
Mexico|kiambu|1349|2013|Arabica|80
Vietnam|santa rosa|832|2018|Robusta|65
India|san marcos|1301|2012|Arabica|68
Colombia|san marcos|1272|2013|Arabica|82
Brazil|vercruz|158|2014|Arabica|68
Mexico|santa rosa|1547|2015|Robusta|79
Nicaragua|santa rosa|1880|2014|Arabica|72
Brazil|oriente|674|2011|Arabica|74
Brazil|vercruz|1854|2012|Arabica|84
Nicaragua|san marcos|1255|2012|Arabica|72
Ethiopia|ocotepeque|930|2016|Arabica|88
Nicaragua|kiambu|468|2017|Arabica|78
Colombia|comayagua|1906|2010|Arabica|72
Sumatra|ocotepeque|201|2012|Arabica|82
Brazil|huehuetenango|240|2016|Arabica|86
India|ocotepeque|403|2017|Arabica|82
Brazil|huehuetenango|1938|2016|Arabica|65
Nicaragua|comayagua|1185|2017|Robusta|64
Ethiopia|jalapa|336|2014|Arabica|61
Guatemala|huehuetenango|35|2016|Arabica|74
Brazil|huehuetenango|313|2012|Arabica|64
Mexico|oriente|1844|2014|Arabica|90
Ethiopia|comayagua|181|2015|Arabica|76
Colombia|jalapa|1423|2011|Arabica|87
Guatemala|comayagua|251|2013|Arabica|88
Peru|dala|273|2018|Arabica|69
Colombia|kiambu|839|2015|Arabica|81
Ethiopia|dala|1898|2016|Arabica|86
Guatemala|jalapa|1291|2011|Arabica|76
Peru|vercruz|1415|2015|Arabica|86
Brazil|comayagua|1899|2014|Arabica|87
Brazil|ocotepeque|8|2016|Arabica|87
Mexico|dala|1879|2011|Arabica|70
Brazil|vercruz|97|2011|Arabica|84
Mexico|dala|747|2016|Arabica|70
Peru|san marcos|543|2010|Arabica|81
Colombia|san marcos|1886|2010|Arabica|77
Colombia|santa rosa|1270|2010|Arabica|90
Colombia|huehuetenango|1540|2010|Arabica|76
Colombia|ocotepeque|307|2013|Arabica|72
Ethiopia|santa rosa|557|2015|Arabica|83
India|kiambu|652|2010|Arabica|71
Sumatra|dala|672|2017|Arabica|87
Ethiopia|dala|1104|2016|Arabica|81
Colombia|kiambu|1684|2013|Robusta|85
India|comayagua|1791|2012|Arabica|88
Nicaragua|oriente|265|2010|Arabica|63
Peru|jalapa|177|2018|Arabica|77
Sumatra|san marcos|667|2014|Arabica|64
Guatemala|oriente|1659|2014|Arabica|74
Vietnam|santa rosa|1117|2012|Arabica|81
Nicaragua|san marcos|635|2014|Arabica|62
Nicaragua|ocotepeque|307|2017|Arabica|68
Colombia|ocotepeque|1814|2014|Robusta|67
Ethiopia|dala|1299|2016|Arabica|90
Vietnam|huehuetenango|1382|2018|Arabica|83
Brazil|jalapa|1952|2011|Arabica|69
India|oriente|1169|2014|Arabica|88
India|kiambu|901|2013|Arabica|86
Mexico|oriente|657|2016|Robusta|88
India|comayagua|1833|2010|Arabica|83
Sumatra|santa rosa|775|2015|Arabica|78
Guatemala|ocotepeque|1488|2017|Arabica|75
Guatemala|huehuetenango|483|2014|Arabica|90
Brazil|kiambu|1042|2018|Arabica|69
Ethiopia|ocotepeque|1457|2017|Arabica|71
Nicaragua|oriente|138|2017|Arabica|86
Nicaragua|san marcos|276|2010|Arabica|64
Ethiopia|comayagua|1052|2017|Robusta|80
Sumatra|oriente|1270|2018|Robusta|79
Peru|jalapa|671|2011|Arabica|80
Nicaragua|san marcos|718|2017|Arabica|67
Ethiopia|santa rosa|1345|2015|Arabica|70
Ethiopia|oriente|416|2013|Arabica|78
Mexico|vercruz|1653|2014|Arabica|70
Ethiopia|santa rosa|1445|2012|Arabica|62
Ethiopia|comayagua|1993|2011|Arabica|72
Guatemala|santa rosa|1184|2016|Arabica|84
Peru|huehuetenango|473|2017|Arabica|74
Mexico|ocotepeque|729|2010|Arabica|60
Ethiopia|kiambu|437|2011|Arabica|61
India|vercruz|1300|2012|Arabica|60
Guatemala|dala|726|2010|Arabica|75
Vietnam|jalapa|1156|2016|Arabica|85
Nicaragua|ocotepeque|1235|2011|Arabica|69
Brazil|kiambu|580|2014|Arabica|70
Colombia|kiambu|648|2012|Robusta|72
Brazil|jalapa|664|2012|Arabica|88
Nicaragua|oriente|797|2012|Arabica|61
